url,title,category
https://cdn-akamai.6connex.com/645/1827//Denomme_OHBM_2020_Poster_15921665410673547.pdf,Modulation of drug- and food-related  functional connectivity,"Emotion, Motivation and Social Neuroscience"
https://cdn-akamai.6connex.com/645/1827//DeCross_OHBM2020_Poster_1592166766635422.pdf,"Neural correlates of aversive learning, childhood trauma, and psychopathology","Emotion, Motivation and Social Neuroscience"
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_2020_593_ISimard_15921674194173960.pdf,An ALE meta-analysis of neural activity related to offending behavior,"Emotion, Motivation and Social Neuroscience"
https://cdn-akamai.6connex.com/645/1827//ohbm2020_boudreau_FINAL_15921677822526191.pdf,AxonDeepSeg: Automatic Myelin and Axon Segmentation Using Deep Learning,undefined
https://cdn-akamai.6connex.com/645/1827//Cognitive_reserve_moderates_the_functional_connectivity_changes_in_resting-state._EE_15921680570976987.pdf,Cognitive reserve moderates the functional connectivity changes in resting-state,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_1021_jteeuw_15921680797762629.pdf,Reliability modelling of resting-state functional connectivity,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//poster_oualid_159216832719278.pdf,Profiling functional connectome idiosyncrasy in typical and atypical development,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//ohbm-poster_15921684128917253.pdf,Dynamic functional connectivity during cue-reactivity video in cannabis users,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Fuleah_OHBM_Posterv4_15922096316407035.pdf,Early Malnutrition Induced Premature Cognitive Aging is Mediated by Brain States,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//ResearchdayposterV2_15921688982152418.pdf,Reaction time is associated with altered choline and GABA in aging,Lifespan Development
https://cdn-akamai.6connex.com/645/1827//ohbm-2020_15921691037957861.pdf,fmralign-tutorials: online tutorials introducing functional alignment,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//poster_15924414123481840.pdf,Weak Connections in Brain Networks Contribute to Classification of Consciousness,"Perception, Attention and Motor Behavior"
https://cdn-akamai.6connex.com/645/1827//OHBM2020_McCallJ_14062020__2__15921693071911484.pdf,The effects of left hemisphere stroke lesions on cognitive control.,Higher Cognitive Functions
https://cdn-akamai.6connex.com/645/1827//SensoryStrucConnectDI_campbell_OHBM_15921693793169309.pdf,Sensory Structural Connectivity in Deaf Individuals,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Borghesani_SemanticCategorization_svPPA_15921700525704126.pdf,The neural dynamics of semantic categorization in semantic variant of PPA,Language
https://cdn-akamai.6connex.com/645/1827//1296_confound_removal_15921696912733672.pdf,Confound Removal and Normalization in Practice: A sex prediction study,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_final_15921701889621685.pdf,"Learnt dynamics generalizes across tasks, datasets and populations",Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_CC_15921703428181618.pdf,Cross-species parcellation of the corpus callosum using joint embedding of conne,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//Poster_Bari_15921708175995460.pdf,Brain Fingerprint Analysis using resting state fMRI in Asymptomatic High-School ,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Kharabian_15921709146538847.pdf,Empirical replicability of behavioural association of cortical thickness,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//Kothare_OHBM_2020_1592170916106231.pdf,Cortical dynamics of the speech motor control network in the non-fluent variant,Language
https://cdn-akamai.6connex.com/645/1827//Neuropsychology_portrait_xuehuwei_OHBM_15921714835536296.pdf,Difference in the Language Connectome Between German and Arabic Native Speakers,Language
https://cdn-akamai.6connex.com/645/1827//OZ_HBM_v3_15921715213999813.pdf,EEG Microstates Temporal Dynamics Associations with fMRI Signals,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_Jiahui_15921716234771961.pdf,Predicting Individual Face-selective Topography Using Naturalistic Stimuli,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Hofmann_et_al_–_Understanding_deep_learning-based_brain_age_predictions_– Poster__OHBM_2020__900x1400__1592172008080457.pdf,Understanding deep learning-based brain age predictions,Lifespan Development
https://cdn-akamai.6connex.com/645/1827//brainiak_ohbm_2020_15921722122867577.pdf,"BrainIAK Tutorials for Advanced, Computationally-Intensive fMRI Analysis ",Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Jassim_OHBM_2020_poster_15922347025242058.pdf,Sensory perception in autism: An ALE meta-analysis of task based-fMRI studies,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Poster_Sleep_15921733679104493.pdf,Towards a Characterization of the Loss of Wakefulness Using a Dynamic Functional,"Perception, Attention and Motor Behavior"
https://cdn-akamai.6connex.com/645/1827//McAfee_2020_OHBM_15921739147402490.pdf,Resting-state connectivity abnormalities in cerebellar mutism syndrome,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM2020_Muller_Meyerhoff_15921750232569009.pdf,Over-Integration of the Brain Reward System with the Visual Cortex in AUD,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Poster_Shreyas_Harita_1681_15921750704368675.pdf,Candidate TMS targets evaluated with functional connectivity mapping,Brain Simulation
https://cdn-akamai.6connex.com/645/1827//DynamicStates36W_1592175086493536.pdf,Identifying states with dynamic Connectome Predictive Modelling,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//FLR_OHBM_final_15921751628334349.pdf,Predicting brain function from anatomy in humans using geometric deep learning,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_JMTB_15921759123916587.pdf,MRS and TMS Measurements Predicting Responses Following NIBS of M1,Brain Simulation
https://cdn-akamai.6connex.com/645/1827//OHBM2020_1294_15921766241097937.pdf,Biological subtypes of autism based on cortical thickness,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//ohbm_sexscores_2020June14_15921771536573463.pdf,"Sex Continuum: Brain, Body, and Personality",Lifespan Development
https://cdn-akamai.6connex.com/645/1827//poster-OHBM_gradient_15921772998127469.pdf,Functional anteroposterior organization of the hippocampus during childhood,Learning and Memory
https://cdn-akamai.6connex.com/645/1827//OHBM2020_FIXdata_AJ-Final_15921776600968091.pdf,Comparison of AROMA and FIX in motion correction for multiband pediatric clinica,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_Machine_Learning_Poster_Final_159217778931618.pdf,"Classifying Heterogeneous Presentations of PTSD via Networks, Andrew A Nicholson",Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//poster-OHBM_subfields_1592177957841709.pdf,Hippocampal subfields volume predicts pattern separation during childhood,Learning and Memory
https://cdn-akamai.6connex.com/645/1827//vanvelzen_ohbm_2020_poster_311_15922771562084859.pdf,Brain alterations associated with suicidal ideation and attempt: a mega-analysis,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_ABCD_2020_poster_final_1592178890297944.pdf,Morphometric profiles of eating disorder symptomatology in the ABCD study,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Poster_JacobMLevenstein_15921790825227922.pdf,Multi-Voxel Spectroscopic Imaging at Rest and Task: GABA and Glutamate Across...,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//Alana_Brown_OHBM_Poster_June_2020_15921798573262878.pdf,Functional brain activity underlying associative memory after menopause,Learning and Memory
https://cdn-akamai.6connex.com/645/1827//ohbm2020_fibers_15921798974119378.pdf,Functional Connectivity Visualization With Virtual WM Fibers in Brainstorm,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_AF_SG_NU_15921799524151139.pdf,Effect of free water correction to DTI in GM and WM in cART treated HIV patients,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//posterOHBM2020_1592180617735761.pdf,Dynamic functional maps capture new features of information integration in sleep,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//EMY_BMI_poster_OHBM_2020_15921805179596639.pdf,Predicting BMI from whole-brain functional connectivity,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_Walker_Goubran_15921805688172726.pdf,Microstructural changes in the penumbra of cerebral small vessel disease lesions,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//ProsodyVBM_OHBM_poster2020_15921808171029097.pdf,Language Production in Bilinguals: Structural Findings Beyond the Cortex,Language
https://cdn-akamai.6connex.com/645/1827//Poster_476_MAH__Linda_Prefrontal_GABA_correlates_with_memory_in_older_adults_at_risk_for_AD_June_2020_15921815896126452.pdf,Prefrontal GABA correlates with memory in older adults at risk for Alzheimer’s,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_2020_final_1592182014329648.pdf,Visualizing multi-site neuroimaging data without requiring collocation,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM2020_altasOnline_15921823666486438.pdf,An online atlas collection for the human cerebellum,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//OHBM_15921827289122417.pdf,Probing the Network Basis of Memory Function in Children with Epilepsy,Learning and Memory
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster23-Effects_of_sub-threshold_transcutaneous_auricular_vagus_nerve_stimulation_on_cerebral_blood_flow_15921988963911431.pdf,Effects of sub-threshold taVNS on cerebral blood flow,Brain Simulation
https://cdn-akamai.6connex.com/645/1827//Rosenberg_OHBM_2020_15921830135926867.pdf,Functional connectivity dynamics capture attentional state dynamics,"Perception, Attention and Motor Behavior"
https://cdn-akamai.6connex.com/645/1827//Lariviere_VANCOUVER_OHBM2020_15921836545888606.pdf,Towards personalized connectome models of drug-resistant childhood epilepsy,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//Lariviere_ENIGMA-EPICENTER_OHBM2020_1592416516335176.pdf,Network-based atrophy modelling in the common epilepsies: a worldwide ENIGMA stu,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_RM_poster_2020_v2_15921844615452634.pdf,Causal modeling of task information flow with high spatiotemporal precision,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Yan_OHBM2020_15921846713719239.pdf,DPABISurf V1.3: An Updated Surface-Based Resting-State fMRI Data Analysis Tool,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//2020_OHBM_poster_MEG-childCogDvlpmnt_hRapaport_15921852353113019.pdf,The Development of Predictive Coding in Young Children: A Magnetoencephalography,Lifespan Development
https://cdn-akamai.6connex.com/645/1827//PosterFinal_15921856138001670.pdf,L-DOPA alters brain connectivity in Parkinson's and freezing of gait,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM2020_v4_15921859093593607.pdf,Impact of Early Childhood Malnutrition on Adult Brain Function: ERP Results,Novel Imaging Acquisition Methods
https://cdn-akamai.6connex.com/645/1827//2020OHBM_PosterFinal_Xiaolu_200623_15929052260791519.pdf,Large-scale biophysically-plausible circuit modeling of time-varying FC,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_ik_15921863919735419.pdf,Functional connectivity signatures of sex chromosome aneuploidies,Genetics
https://cdn-akamai.6connex.com/645/1827//CCA_poster.v2_15922227895788308.pdf,Permutation inference for CCA,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Gabi_OHBM_Poster_Draft3_15921868268416879.pdf,An Automated Data Management Infrastructure for Multi-site Clinical MRI Studies,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//Tanguay_J_OHBM_15921869359798624.pdf,Oxygen concentration measurement via finite element analysis,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//pnrousseau_ohbm_2020_15921871981372307.pdf,Mapping Pontocerebellar Connectivity with Diffusion MRI,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//ohbm-2020-NeuroHub-front_15921872416335715.pdf,"The NeuroHub project: vision, components and timeline",Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//NapLearning_Poh_OHBM2020_15921878632833514.pdf,Nap enhances memory by boosting hippocampal and LO activation at encoding,Learning and Memory
https://cdn-akamai.6connex.com/645/1827//poster_15922278788646217.pdf,Neural oscillations of working memory for spatial and temporal order information,Learning and Memory
https://cdn-akamai.6connex.com/645/1827//TBSS_OHBM_Final_15921881734462144.pdf,Diffusion MRI and Prediction of Outcome at Three Years in Very Preterm Infants,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Poster_15921882920005976.pdf,Anterior insula gates conscious access,Higher Cognitive Functions
https://cdn-akamai.6connex.com/645/1827//Gallego_Jonathan_poster_OHBM2020_15921883146297244.pdf,Signal preservation during EEG-fMRI:BCG artifact residuals bias EEGinformed fMRI,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_061420_15921884199771600.pdf,An Integration of Edge-centric Functional Network Approaches with Whole-brain...,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_15921884565277259.pdf,Relationship between fMRI BOLD signal and MEG theta power in autism,undefined
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_15921886133713324.pdf,Age-related decline in cortical inhibition strengthens motor memory,"Perception, Attention and Motor Behavior"
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Eposter_Jong-Hoon_Kim_15921891483067805.pdf,In vivo mGluR5 binding and functional connectivity in alcohol dependence,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM2020_15921892226417501.pdf,Genetic influences on functional brain connectivity in healthy older adults,Genetics
https://cdn-akamai.6connex.com/645/1827//2020_OHBM_LuoNa_Poster_15921895838402466.pdf,"Na Luo, Jing Sui, Thomas DeRamus, Vince D Calhoun",Lifespan Development
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_IntACT_20200611_15921897312875258.pdf,Mapping cross-scale brain data using Inter-­Atlas Connectivity Transformation,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//LadanSh_OHBM2020_09_1592190106894541.pdf,OHBM2020_1878,"Perception, Attention and Motor Behavior"
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_final_15921910807189862.pdf,Driving with distraction: brain and eye behaviour using fMRI and eye-tracking,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//ohbm_qsiprep_15921915525542517.pdf,QSIPrep: A robust and unified workflow for preprocessing and reconstructing dMRI,Software Demonstrations
https://cdn-akamai.6connex.com/645/1827//FinalCbigPoster_15921916656035017.pdf,C-BIGR Clinical-Biological Imaging and Genetic Repository: MNI platform to accel,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//Ohbm_serdar_2020v2_15921917355879155.pdf,Group level supervised PCA and denoising of Blood Delay Maps,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_15921923842346364.pdf,RTMS Treatment Alters the Dynamics Between Functional Networks in TRD,Brain Simulation
https://cdn-akamai.6connex.com/645/1827//abstract_poster_1592192396977114.pdf,Interhemispheric Functional Reorganization after BCI-Guided Upper-Limb Training ,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_final_15921925039262080.pdf,An MRI-Derived Neuroanatomical Atlas of the Fischer 344 Rat Brain,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//OHBM2020_837_15921927218134296.pdf,An fMRI study of Autobiographical Memory Associated with Self-Defining Episodes,Higher Cognitive Functions
https://cdn-akamai.6connex.com/645/1827//Pac_Sara_OHBM_2020_15921933088765749.pdf,Early life adversity and hippocampal maturation in children with ASD,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//han_dori_OHBM_2020_v2_2_15921933770417656.pdf,Lower sex prediction accuracy in females with autism supports the extreme brain ,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_carpetplot_final_1592193483505347.pdf,The Dynamic Pattern of Low Frequency Oscillation in RS-fMRI Using a Carpet Plot,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM2020-vigtemplate_poster_v4_1592193602480653.pdf,Estimation of Vigilance Fluctuations in rsfMRI with a Predeﬁned Template,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Tozlu_OHBM2020_Connectome_poster_v2_15921936250152600.pdf,Structural and functional connectome classification in multiple sclerosis ,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Apathy-mTBI-prefrontocaudate_tract_AJPMR_seo과제_15921936749705761.pdf,Relationship between apathy and the prefrontocaudate tract injury in patients wi,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//Precuneus-neural_connectivity__1__중견_15921937723875805.pdf,Neural connectivity of the precuneus in the human brain: a DTT study,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_2020_2084_15921939317923846.pdf,Classification of Schizophrenia using Multimodal MRI and Machine Learning,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//Removal_of_Scanner_Effects_in_Covariance_Improves_Multivariate_Pattern_Analysis_15921939707574820.pdf,Removal of Scanner Effects in Covariance Improves Multivariate Pattern Analysis,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_TBI_final_15921940253179732.pdf,Multi-perfusion Information to Assess the Impact of Sub-concussive on Athletes,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//attention-mTBI-_2020_lee_15921940594694382.pdf,Attention impairment due to injury of VLP cortex in patients with mTBI,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//morrissey-et-al_ohbm-2020_3x4-portrait_15921941170383363.pdf,White matter alterations in an App knock-in mouse model of Alzheimer's disease,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//poster3_15921941991994932.pdf,Investigating Neurophysiological Sources of Multimodal Neuroimaging in Humans,"Perception, Attention and Motor Behavior"
https://cdn-akamai.6connex.com/645/1827//fatigue-mTBI-MRC_2020_15921942085401301.pdf,Post-traumatic fatigue due to injury of the lower ventral ARAS in mTBI,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//Ohbm_serdar_2020_1561_15921943883916228.pdf,Cross validation based kNN derived mapping of voxels to blood vessel territorie,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Default_brain_network-MFC-PCC_2020_15921944151597898.pdf,"The neural networks between mPFC, PCC and precuneus in the human brain:DTT study","Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//EVD-PFC-cognition-MRC_2020_15921945725321230.pdf,PF-TT injury and cognitive outcome according to EVD location in stroke patients,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//1871_Jiwandeep_Kohli_15921946263889070.pdf,In Vivo Myeloarchitectonic Abnormalities in Middle-Aged Adults with ASDs,Lifespan Development
https://cdn-akamai.6connex.com/645/1827//ohbm2020_15921950882842811.pdf,Acute Fornix DBS Remodels Brain and Improves Memory In Alzheimer's Mouse Model,Learning and Memory
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_15922070428877509.pdf,Probing Spatiotemporal Characts of Brain Task-Discriminating Functional Networks,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//SomatoAttend_OHBM2020_15921955415787714.pdf,Gating of primary somatosensory oscillations is dependent on directed attention,"Perception, Attention and Motor Behavior"
https://cdn-akamai.6connex.com/645/1827//ykim_ohbm2020.dws5_15921955721727044.pdf,Patch-based Tissue Classification in Infant Brain MRI using a Two-Stage CNN,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_poster__1723_15921958570518761.pdf,Effects of Pain on the Brain Hemodynamic Response of Mental Arithmetic Tasks,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//2020_OHBM-ff_15922181558293894.pdf,An event-related fNIRS study in the lower/the higher-grader elementary schoolers,Higher Cognitive Functions
https://cdn-akamai.6connex.com/645/1827//OHBM_Irwin_15922003515647763.pdf,Quantitative MRI of Social Isolation in Male and Female Mice,Learning and Memory
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Vorsofmri_poster_submitted_1592196031814163.pdf,Effects of sub-threshold taVNS on resting state functional connectivity,Brain Simulation
https://cdn-akamai.6connex.com/645/1827//OHBM2020Mirror_poster_15921960649435128.pdf,Naoko Tokimoto & Shingo Tokimoto,Language
https://cdn-akamai.6connex.com/645/1827//jzhang_obhm2020_15921963054293023.pdf,Modification of the CIVET Pipeline for Estimation of Subplate Thickness,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//myCCA_ohbm2020_poster_XL_v2_15921966364159223.pdf,Functional connectivity contrast across cortical hierarchy marks daily mood,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//MEG_ohbm2020_poster_v2_1592196785155732.pdf,Analogous rsfMRI and MEG connectivity modulations reveal behavioral changes,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//McKay_OHBM2020_final_15921967911054865.pdf,Agreement between FreeSurfer and CAT12 Cortical Thickness in Children,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//2020_OHBM_poster_15921969084368736.pdf,Functional mapping of thalamus and DBS lead localization in essential tremor,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_FINAL_POSTER_2020_15921969557732674.pdf,Intrinsic Versus Tasked–Evoked Network Architecture of Thalamocortical Functiona,Higher Cognitive Functions
https://cdn-akamai.6connex.com/645/1827//Pozzi_OHBM_2020_15921970558995587.pdf,Parenting behavior and brain functional connectivity development in children,"Emotion, Motivation and Social Neuroscience"
https://cdn-akamai.6connex.com/645/1827//1690_OHBM_2020_Poster_BaGari_15921972484277336.pdf,Age-related Choroid Plexus Calcification:Association with subcortical brain volu,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//CRubino_OHBM_2020_poster_FINAL_15921972856314874.pdf,Cristina Rubino,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//QC_Poster_V3_15921972866697972.pdf,Diffuse coupling mediates complex network dynamics via quasi-critical states,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_15921972909008554.pdf,An fMRI investigation of the neural correlates of reasoning in moral judgment,"Emotion, Motivation and Social Neuroscience"
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Poster._MRS-RS_Cannabis_1592197638601881.pdf,Glutamate and resting state functional connectivity in Cannabis users. ,Novel Imaging Acquisition Methods
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM2020_2_15921978728414569.pdf,3D Tortuosity of the central sulcus; applied to patients with Alzheimer’s ,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827/Poster_OHBM2020_2.pdf,3D Tortuosity of the central sulcus; applied to patients with Alzheimer’s ,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_2020_0614_1592198114481756.pdf,Comparison of brain connectomes by MRI and genomics and its implication in AD,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//annachristianybrandaonascimentoohbmFINAL_15921982893911842.pdf,Relationship between Clinical Parameters and Corpus Callosum Volume in MS,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//MNISISCOM_OHBM2020_15921982210837876.pdf,MNI SISCOM: An Open-Source Tool for Subtraction Ictal Single-photon emission ...,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_dimuthu_1642_15921982707566905.pdf,Prediction of early-stage Parkinson’s disease using connectivity & morphometry o,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//poster_15921985023991170.pdf,Missing Behavioral Measures Imputation in Connectome-based Predictive Modelling,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_HY_mod_15921988198659186.pdf,Global Signal in Deep Anesthesia,"Physiology, Metabolism and Neurotransmission "
https://cdn-akamai.6connex.com/645/1827//2020_Chen_OHBM_Devcog_v2_15922219395702692.pdf,DNA Methylation Predicts Future Gray Matter Volume and Cognitive Performance,Lifespan Development
https://cdn-akamai.6connex.com/645/1827//Matloff_OHBM_2020_Poster_15921988758939729.pdf,Association of mild cognitive impairment and hippocampal shape across 5 cohorts,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Yashar_Zeighami_poster_15921988866414646.pdf,Brain disorders taxonomy : a transcriptomics point of view,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//2020_Chen_OHBM_DL_SZ_v2_15922218766747968.pdf,Sparse Deep Neural Networks on Imaging Genetics for Schizophrenia Classification,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_15921993965103325.pdf,BCI Training Effects on Chronic Stroke Correlate with Functional Reorganization ,Disorders of the Nervous System
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_15921995573819579.pdf,The Impact of Population Structure on Neuroimaging Studies,Genetics
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_v7c_15921997581126276.pdf,Time-resolved fast neural decoding independent of variation in hemodynamic respo,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//ohbm20-fmriprep_15921997759161572.pdf,fMRIPrep: extending the scanner to produce ready-for-analysis fMRI data,Neuroinformatics and Data Sharing
https://cdn-akamai.6connex.com/645/1827//Poster1635_Zollei_noanimation_15921997998609004.pdf,Unbiased atlas construction for neonates via unsupervised learning,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_MinjiHa_SNU_15922002401176512.pdf,Resting-state functional connectivity using network-based thalamic seeds in FEP,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//BDP_Poster_OHBM_2020_15922000008383621.pdf,BrainSuite Diffusion Pipeline (BDP):  Processing tools for diffusion-MRI,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//Poster-Final_15922000210883197.pdf,128 Channel Receive-Only RF Coil Design for High Resolution Brain Imaging,Novel Imaging Acquisition Methods
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_2020_AA_Final_15922006582152345.pdf,Pain conditioning of behavioural and regional brain responses to tussive stimuli,"Neuroanatomy, Physiology, Metabolism and Neurotransmission"
https://cdn-akamai.6connex.com/645/1827//OHBMJoannaBright470_15922007391988178.pdf,Joanna Bright,"Emotion, Motivation and Social Neuroscience"
https://cdn-akamai.6connex.com/645/1827//ohbm_dai_975_v2_15922017379672151.pdf,Mapping Memory Changes in Healthy Aging via Isotropic Diffusion Encoding at 7T,Learning and Memory
https://cdn-akamai.6connex.com/645/1827//Reihaneh_hassanzadeh_15922008074151518.pdf,Functional Brain Network-Subject Mapping Using Deep Siamese 3D-CNN,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//ohbm_15922012699249273.pdf,Evolutionary Optimization for Resting-state Functional Connectivity Models,Modeling and Analysis Methods
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Watts_BrainAgePipeCompare_15922017816707228.pdf,Comparing Predicting Power of 3 BrainAGE Pipelines in Subjects with MDD,Modeling and Analysis Methods
