url,title,category,matched_title,number
https://cdn-akamai.6connex.com/645/1827//OHBM2020_final_15922124872074948.pdf,A connectome-wide mega-analysis of functional dysconnectivity in autism,Disorders of the Nervous System,A connectome-wide mega-analysis of functional dysconnectivity in autism spectrum disorder,355
https://cdn-akamai.6connex.com/645/1827//networks_15922125438971579.pdf,Connectivity Deficits Following Cooling Therapy for Neonatal Encephalopathy,Disorders of the Nervous System,Structural Connectivity Deficits Following Therapeutic Hypothermia for Neonatal Encephalopathy,81
https://cdn-akamai.6connex.com/645/1827//OHBMFinalSean6142020_15922128070094965.pdf,Neuroimaging measures of cortical demyelination after mTBI,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Neuroimaging measures of cortical demyelination after mild traumatic brain injury in older adults,1883
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Zheng_Poster_15922386463965909.pdf,Long time-scale organization of spontaneous intrinsic brain activity,undefined,Long time-scale organization of spontaneous brain activity as measured by resting-state fMRI,1348
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_15922156740501523.pdf,EEG correlates of experimentally induced auditory illusions,"Perception, Attention and Motor Behavior",EEG correlates of experimentally induced auditory illusions,2182
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_Presentation_15922150997291680.pdf,Default Mode Network Dynamic Connectivity across Alzheimer’s Disease Spectrum,Disorders of the Nervous System,Dynamic Connectivity within the Default Mode Network across the Alzheimerâ€™s Disease Spectrum,225
https://cdn-akamai.6connex.com/645/1827//2020_OHBM_Ray_Importance_of_Feature_Selection_Brain_Age_Final_submission_edited_2_15922265912771497.pdf,Importance of feature selection in brain age estimation using structural MRI,undefined,Importance of feature selection in brain age estimation using structural MRI,1666
https://cdn-akamai.6connex.com/645/1827//Tik_TMSfMRI-sgACCengagement_Poster_HBM2020_15922162987806178.pdf,Concurrent TMS/fMRI demonstrates direct sgACC target engagement,Brain Simulation,Concurrent TMS/fMRI demonstrates direct sgACC target engagement,37
https://cdn-akamai.6connex.com/645/1827//ohbm2020_kirstin__22_15922158097578710.pdf,TACS-induced phase-specific modulation of striatal activity in force tracking,Brain Simulation,TACS-induced phase-specific modulation of striatal activity in bimanual visuomotor force tracking,22
https://cdn-akamai.6connex.com/645/1827//Subthalamic_nucleus_activity_dynamics_and_limb_movement_prediction_in_Parkinson2702_15922158430578508.pdf,Subthalamic nucleus activity dynamics and limb movement prediction in Parkinson,Brain Simulation,Subthalamic nucleus activity dynamics and limb movement prediction in Parkinsonâ€™s disease,46
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_Kooijmans_1592215973563172.pdf,"Quantitative, multimodal cell and fiber mapping in full primate brain sections","Neuroanatomy, Physiology, Metabolism and Neurotransmission","Quantitative, multimodal cell and fiber mapping in full primate brain sections",2114
https://cdn-akamai.6connex.com/645/1827//Poster_Digital_HBM_631_15922163573097995.pdf,Cerebral blood flow differences in limbic regions: an effect of FTO genotype ,Genetics,Cerebral blood flow differences in limbic regions: an effect of FTO genotype,631
https://cdn-akamai.6connex.com/645/1827//OHBM_GCC_15922282036294509.pdf,Cerebral NIRS monitoring in relation to neuromotor exam in preterm infants,Novel Imaging Acquisition Methods,Cerebral NIRS monitoring in relation to neurological exam at term-equivalent age in preterm infants,2120
https://cdn-akamai.6connex.com/645/1827//JULIEN_JARRET_OHBM_2020_POSTER_15922167311947164.pdf,Thinking about integrating fMRI with dMRI tractography?:  we help you think,Modeling and Analysis Methods,Thinking about integrating fMRI with dMRI tractography?: we help you think,2077
https://cdn-akamai.6connex.com/645/1827//2020-06-15_OHBM_poster_interspecies_15922167982578828.pdf,Morphological evolution of the primate brain through alignment of cortical sulci,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",The morphological evolution of the primate brain revealed by alignment of the cortical sulci,1866
https://cdn-akamai.6connex.com/645/1827//OHBM2020_NeuralEncoding_Final_15922391346174914.pdf,Towards holistic neural encoding models for multi-modal naturalistic stimuli ,Modeling and Analysis Methods,Towards holistic neural encoding models for multimodal naturalistic stimuli,1481
https://cdn-akamai.6connex.com/645/1827//HanneSmevik_HBMposter_final_1592217511229581.pdf,Altered cognitive control activations after moderate sleep loss,"Perception, Attention and Motor Behavior",Altered Cognitive Control Activations After Moderate Sleep Loss,2249
https://cdn-akamai.6connex.com/645/1827//karakuzu_qmrlab_15922175213273308.pdf,Fully transparent qMRLab pipelines to quantify brain microstructure,Modeling and Analysis Methods,Fully transparent qMRLab pipelines to quantify brain microstructure: From scanner to publication,2073
https://cdn-akamai.6connex.com/645/1827//EMessaritaki_1052_15922175430487406.pdf,Uncovering the role of microstructural attributes on functional connectivity,Modeling and Analysis Methods,Uncovering the role of brain microstructural attributes on the formation of functional connectivity,1052
https://cdn-akamai.6connex.com/645/1827//poster-v0_15922365974419845.pdf,A Unified Model for Structure–function Mapping Based on Eigenmodes,Modeling and Analysis Methods,A Unified Framework for Multimodal Structureâ€“function Mapping Based on Eigenmodes,1280
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_Weidler_15922176713935290.pdf,Modulation of Aggression by Prefrontal Transcranial Direct Current Stimulation,Brain Simulation,Modulation of aggression by prefrontal transcranial direct current stimulation,52
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_VSP_Brandstetter_15922234395023780.pdf,Cytoarchitectonic mapping of ventral striatum and pallidum in ten human brains,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Cytoarchitectonic Mapping of the ventral striatum and pallidum in ten human postmortem brains,1789
https://cdn-akamai.6connex.com/645/1827//ohbm2020_jiewon_15922180517549797.pdf,Structural Equation Modelling of Inversion-Recovery-BOLD laminar fMRI,Modeling and Analysis Methods,Structural Equation Modelling of Inversion-Recovery-BOLD laminar fMRI,1099
https://cdn-akamai.6connex.com/645/1827//ohbm_poster_emir_15922180683103311.pdf,Simultaneous mapping of T2* and major neurotransmitters using MRSI at 3T,Novel Imaging Acquisition Methods,Simultaneous mapping of T2* and major neurotransmitters using MRSI at 3T,2056
https://cdn-akamai.6connex.com/645/1827//Burt_OHBM_2020_15922183492758291.pdf,Generative Modeling of Brain maps with Spatial Dependence,Modeling and Analysis Methods,Generative Modeling of Brain maps with Spatial Dependence,1257
https://cdn-akamai.6connex.com/645/1827//PosterHBM2020_RMB_15922185142514304.pdf,Neural signatures of sensorimotor and temporal expectations during learning,Learning and Memory,Neural signatures of interacting sensorimotor and temporal expectations during rhythm learning,848
https://cdn-akamai.6connex.com/645/1827//EMessaritaki_1164_15922190098807632.pdf,Understanding the mechanisms of functional connectivity in the human brain,Modeling and Analysis Methods,Understanding the mechanisms that establish functional connectivity in the human brain,1164
https://cdn-akamai.6connex.com/645/1827//Usama_Pervaiz_OHBM_2020_V2_15922194938038258.pdf,Optimising network modelling methods for fMRI,Modeling and Analysis Methods,Optimising network modelling methods for fMRI,1292
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_submittedJun15_15922195330052717.pdf,An Animal Pipeline for FMRI in AFNI - @animal_warper and afni_proc.py,Modeling and Analysis Methods,An Animal Pipeline for FMRI in AFNI - @animal_warper and afni_proc.py,1266
https://cdn-akamai.6connex.com/645/1827//OHBM2020_JiwoongPark_15922195331452819.pdf,Neural correlates of individual differences in story understanding,Learning and Memory,Neural correlates of individual differences in story understanding,778
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_COMP_15922197191441090.pdf,Large-scale comparative analysis of dynamic functional connectivity methods,Modeling and Analysis Methods,Towards a large-scale comparative analysis of dynamic functional connectivity methods,1721
https://cdn-akamai.6connex.com/645/1827//Poster_1592219740264217.pdf,Language deficits can be predicted from multi-modal connectivity fingerprints ,undefined,Language deficits can be predicted from multi-modal connectivity fingerprints,1575
https://cdn-akamai.6connex.com/645/1827//OHBMposter_BrainGenderSpectrum_15922198074259454.pdf,Brain Gender Spectrum,Modeling and Analysis Methods,Brain Gender Spectrum,1133
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_v5_15923394652271366.pdf,connector hubs' metabolism within dual intertwined architecture ,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Study of the connector hubs metabolism within dual intertwined architecture in healthy controls,2335
https://cdn-akamai.6connex.com/645/1827//OHBM_FastSurfer_final_15922200815881537.pdf,FastSurfer - a fast and accurate deep-learning based neuroimaging pipeline,Modeling and Analysis Methods,FastSurfer - A fast and accurate deep learning based neuroimaging pipeline,1536
https://cdn-akamai.6connex.com/645/1827//Han_HBM_2020_15922205150578309.pdf,Harmonious family climate mediates the impact of SES on child brain function,Lifespan Development,Harmonious family climate mediates the impact of socioeconomic status on child brain function,981
https://cdn-akamai.6connex.com/645/1827//OHBM2020_syamamoto_poster_en_15922206371854160.pdf,Is interoceptive attention during breath-counting meditation reflected in functi,"Perception, Attention and Motor Behavior",Is interoceptive attention during breath-counting meditation reflected in functional connectivity?,2198
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_GSP_15922206845428751.pdf,Spatially focused fMRI graph signal processing to unravel links with behaviour,Modeling and Analysis Methods,"Spatially focused, dynamic fMRI graph signal processing to unravel novel relationships to behaviour",1425
https://cdn-akamai.6connex.com/645/1827//FindingYourCenter_OHBM_submitted_Jun15_15922208166995959.pdf,"Finding Your Center: methods for better representative coordinates in AFNI, MRIc",Modeling and Analysis Methods,"Finding Your Center: methods for better representative coordinates in AFNI, MRIcroGL & Surfice",1042
https://cdn-akamai.6connex.com/645/1827//OHBM2020_1592220910658122.pdf,Investigation of brain response during visual stimulation from iEEG data,"Perception, Attention and Motor Behavior",Investigation of brain response during visual stimulation from intracranial EEG data,1160
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Chia_15922210604497466.pdf,fMRI: Emotional Working Memory in  Males with Childhood Sexual Abuse Histories,Learning and Memory,An fMRI Study of Emotional Working Memory in Males with Childhood Sexual Abuse Histories,1170
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_posterFinal_Badhwar_15922211679515027.pdf,ADMetaboMine Database: Published metabolite measurements in Alzheimer's disease,Neuroinformatics and Data Sharing,ADMetaboMine Database: published metabolite measures in brain and biofluids in Alzheimer's disease,1942
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_15922212211522011.pdf,Sex Differences in Adolescent Functional Connectivity Maturation Relate to Major,Lifespan Development,Sex Differences in Adolescent Functional Connectivity Maturation Relate to Major Depression,916
https://cdn-akamai.6connex.com/645/1827//686_Schultze-Kraft_et_al_15922212758877342.pdf,Suppress me if you can: Neurofeedback of the readiness potential,Higher Cognitive Functions,Suppress me if you can: Neurofeedback of the Readiness Potential,686
https://cdn-akamai.6connex.com/645/1827//SabaroedinOHBMposter_2020_2.0_15922217603818533.pdf,Effective Connectivity of Frontostriatal Systems in First-Episode Psychosis,Modeling and Analysis Methods,Effective Connectivity of Frontostriatal Systems in First-Episode Psychosis,1416
https://cdn-akamai.6connex.com/645/1827//Lesions_methods_OHBM2020_Kindalova_15922218338871525.pdf,Modelling Lesion Masks: Comparison of Regression Methods,Modeling and Analysis Methods,"Modelling Lesion Masks: Comparison of Classical, Bias-Adjusted and Bayesian Regression Methods",1217
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_15922223137689884.pdf,Lesion Localization in Paediatric Epilepsy Using Patch-based CNN,Modeling and Analysis Methods,Lesion Localization in Paediatric Epilepsy Using Patch-based Convolutional Neural Network,1712
https://cdn-akamai.6connex.com/645/1827//CoreMatrixGradients_15922224726831168.pdf,Core-Matrix Thalamic Sub-Populations Spatiotemporal Gradients in Resting Brain,Modeling and Analysis Methods,Core and Matrix Thalamic Sub-Populations Delineate Spatiotemporal Gradients in the Resting Brain,1379
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_15922224994077334.pdf,Structural and Functional Brain Network Alterations in Major Depressive Disorder,Modeling and Analysis Methods,Structural and Functional Brain Network Alterations in Major Depressive Disorder from Meta-Analysis,1023
https://cdn-akamai.6connex.com/645/1827//Morin_OHBM_2020-submission_15922315031233367.pdf,Dynamic Functional Connectivity During Context Dependent Rule Learning,Learning and Memory,Dynamic Functional Connectivity During Context-Dependent Rule Learning,821
https://cdn-akamai.6connex.com/645/1827//PosterOHBM2020_TarikJamoulle_15922231098262860.pdf,Visual saliency and stimulus relevance: effects on intraparietal sulcus,"Perception, Attention and Motor Behavior",Visual saliency and stimulus relevance: effects on posterior and middle intraparietal sulcus,2266
https://cdn-akamai.6connex.com/645/1827//OHBM_20_IP_horizontal_CB_IP_15922232118047839.pdf,Topographic patterns of connectivity between amygdala and striatum,Modeling and Analysis Methods,Topographic patterns of connectivity between amygdala and striatum.,1454
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_AK_4_15923255468024534.pdf,Genetic and Environmental Influence on Resting State Networks In Young Adults,Genetics,Genetic and Environmental Influence on Resting State Networks in Young Healthy Adults,618
https://cdn-akamai.6connex.com/645/1827//Detecting_Brain_Injury_in_Neonatal_MRI_15922235205496763.pdf,Detecting Clinically Variable Tissue Injury in Neonatal MRI,Modeling and Analysis Methods,Detecting Clinically Variable Tissue Injuries in Neonatal MRI,1472
https://cdn-akamai.6connex.com/645/1827//1.Poster_OHBM2020_Oldehinkel_V2_15922235261175625.pdf,Functional connectivity gradients in the striatum in schizotypy and psychosis,Disorders of the Nervous System,Functional connectivity gradients of the striatum in schizotypy and first-episode psychosis,77
https://cdn-akamai.6connex.com/645/1827//A_standard_for_the_organization_of_quantitative_MRI_data__BIDS_extension_proposal__2__15922242179779985.pdf,A standard for the organization of quantitative MRI data: BEP-001,Neuroinformatics and Data Sharing,A standard for the organization of quantitative MRI data: BIDS extension proposal 001,1907
https://cdn-akamai.6connex.com/645/1827//poster_OHBM_1237_15922242788582437.pdf,Generalizing deep learning segmentation of spinal MS lesions across MRI contrast,Modeling and Analysis Methods,Automatic segmentation of spinal MS lesions: How to generalize across MR contrasts?,1237
https://cdn-akamai.6connex.com/645/1827//POSTER_15922244902104247.pdf,Decoding Feedback Representations in Ventral Visual Pathway,Modeling and Analysis Methods,What goes around comes around: Decoding Feedback Representations in Ventral Visual Pathway,1254
https://cdn-akamai.6connex.com/645/1827//Lariviere_PRE2POST_OHBM2020_15925160997511221.pdf,Pre-operative epileptic network architecture constrains surgery-induced connecto,Modeling and Analysis Methods,Pre-operative epileptic network architecture constrains surgery-induced connectome reorganization,1412
https://cdn-akamai.6connex.com/645/1827//SptlDevelopModelPoster_15922247480191292.pdf,A Spatial Developmental Model of Human Brain Structural Connectivity,Modeling and Analysis Methods,A Spatial Developmental Generative Model of Human Brain Structural Connectivity,1192
https://cdn-akamai.6connex.com/645/1827//Whalley_BW_OHBM_v2_159222478204721.pdf,Associations between birth weight and adult brain structure ,Lifespan Development,Associations between birth weight and adult cortical structure in a large general population sample,1815
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_Brain_Activity_during_Switching_and_Cardiorespiratory_Fitness_in_Adults_with_Cardiovascular_Risks_15922248672642549.pdf,Brain Activity during Switching and Fitness in Adults with Cardiovascular Risks,Higher Cognitive Functions,Brain Activity during Switching and Cardiorespiratory Fitness in Adults with Cardiovascular Risks,658
https://cdn-akamai.6connex.com/645/1827//JaneHan_OHBM__2199_15922249081249729.pdf,Animacy of perspective-taking object affects mental rotation,"Emotion, Motivation and Social Neuroscience",Animacy of perspective-taking objects modulates neural representations of mentally rotated objects,2199
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Maltbie_15922252164343416.pdf,Comparison of dynamic connectivity methods for characterizing brain alterations,Modeling and Analysis Methods,Comparison of dynamic functional connectivity methods for characterizing brain alterations,1716
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_M_Bullock_15922254169733407.pdf,Artefact Reduction in Simultaneous EEG-fMRI: Systematic review of methods & Use,Novel Imaging Acquisition Methods,Artefact Reduction in Simultaneous EEG-fMRI: A systematic review of methods and contemporary usage,1395
https://cdn-akamai.6connex.com/645/1827//Functional_Centrality_in_the_dHCP_15922255299495321.pdf,Functional Centrality in the developing Human Connectome Project,Lifespan Development,Functional connectivity centrality in the developing Human Connectome Project,940
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_2020_15922255367724256.pdf,Hemodynamic signatures of excitatory and inhibitory activity in the awake mouse,"Physiology, Metabolism and Neurotransmission ",Signatures of excitatory and inhibitory activity on the hemodynamic response in the awake mouse,676
https://cdn-akamai.6connex.com/645/1827//Nooshin_Abbasi_OHBM_Poster_15922256403827127.pdf,Parkinson’s disease polygenic risk score and brain structure,Disorders of the Nervous System,Parkinsonâ€™s disease polygenic risk score and brain structure in neurologically healthy individuals,375
https://cdn-akamai.6connex.com/645/1827//ohbm_2020_poster_15922256864478253.pdf,Symptoms of Havana Syndrome are linked with alterations in WM microstructure,"Perception, Attention and Motor Behavior",Symptoms of Havana Syndrome are linked with alterations in white matter microstrcuture.,2251
https://cdn-akamai.6connex.com/645/1827//Blostein_OHBM_subcortical_15922257151355198.pdf,Heritability of Subcortical Structures Using a Twin and Non-Twin Sibling Design,Neuroinformatics and Data Sharing,Heritability of Subcortical Structures Using a Twin and Non-Twin Sibling Design,609
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_SOUND_15922257389734113.pdf,The sound of resting-state fMRI,Modeling and Analysis Methods,The sound of resting-state fMRI,1483
https://cdn-akamai.6connex.com/645/1827//ohbm_2020_poster_schema_v3_15922257822864658.pdf,Structural pathways traversing the splenium play a role in pain perception,"Perception, Attention and Motor Behavior",Structural pathways traversing the splenium play a role in pain perception,2250
https://cdn-akamai.6connex.com/645/1827//Blostein_OHBM_cortical_15922257834825056.pdf,The Modular Organization of Heritability Across the Cortex,Neuroinformatics and Data Sharing,The Modular Organization of Heritability Across the Cortex,1809
https://cdn-akamai.6connex.com/645/1827//Hagan_OBHM_Poster_Final_15922258058632542.pdf,Neural Processing of Monetary Reward in Youth with Loss of Control Eating,Disorders of the Nervous System,"Neural Processing of Monetary Reward in Youth with Depression, Obesity, and Loss of Control Eating",153
https://cdn-akamai.6connex.com/645/1827//Poster_draft2_15922259075263493.pdf,Targeting in neurosurgical treatment of tremor:connectivity of Vim variability,Disorders of the Nervous System,Targeting in the neurosurgical treatment of tremor: a connectivity study of Vim variability,1491
https://cdn-akamai.6connex.com/645/1827//InvestigatingHCcorticalRSFC_15922260277581156.pdf,Investigating hippocampal-cortical resting state functional connectivity using s,Modeling and Analysis Methods,Investigating hippocampal-cortical functional connectivity using static and dynamic measures,1332
https://cdn-akamai.6connex.com/645/1827//OHBM2020_BIDS_Verstynen_FINAL_15922263680484835.pdf,A system for automatic BIDS conversion from the Siemens console in Flywheel,Neuroinformatics and Data Sharing,A system for automatic BIDS conversion from the Siemens console in Flywheel,1941
https://cdn-akamai.6connex.com/645/1827//poster_vertical_15922524002392803.pdf,Inference of functional brain networks using Graph Laplacian Mixture Model,Modeling and Analysis Methods,Inference of multiple functional brain networks using Graph Laplacian Mixture Model,1264
https://cdn-akamai.6connex.com/645/1827//OHBM2020-posterH_Termenon_CCG_15922372476514871.pdf,Implications of handedness on language brain lateralization in early bilinguals,Language,Implications of handedness on language brain lateralization in early bilinguals,1467
https://cdn-akamai.6connex.com/645/1827//TaskDependentEffectsOnSemanticRepresentation_15922264441008146.pdf,The effect of task on concrete and abstract semantic processing,Language,The Effect of Task on Concrete and Abstract Semantic Processing,763
https://cdn-akamai.6connex.com/645/1827//faskowitz3_ohbm2020_pdfcopy_15922264501935751.pdf,The brainlife.io cloud-services for functional network neuroscience,Software Demonstrations,The brainlife.io cloud-services for functional network neuroscience,1674
https://cdn-akamai.6connex.com/645/1827//faskowitz3_ohbm2020_pdfcopy_15924181520489492.pdf,The brainlife.io cloud-services for functional network neuroscience,undefined,The brainlife.io cloud-services for functional network neuroscience,1674
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_EFB_2020_15922264874382137.pdf,Diffusion MRI Changes in the Healthy Aging Canine Brain,Modeling and Analysis Methods,Age Related White Matter Changes in the Healthy Canine Brain,921
https://cdn-akamai.6connex.com/645/1827//Paquola_confluence_poster_15922265431767007.pdf,Cytoarchitectural mapping of the transition from iso to allocortex,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Cortical confluence: Cytoarchitectural mapping of the transition from iso to allocortex.,1821
https://cdn-akamai.6connex.com/645/1827//JonesEtAl_OHBM_HYP_bigBrain_FINAL_website_15922317350352804.pdf,An Atlas of the Human Hypothalamus at Ultra-High Resolution using the BigBrain,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",An Atlas of the Human Hypothalamus at Ultra-High Resolution using the BigBrain,1082
https://cdn-akamai.6connex.com/645/1827//OHBM2020_POSTER_Arsalan-3-HB_15922266349578192.pdf,Effect of initial concentrations on a model of tau aggregation in tauopathies,Disorders of the Nervous System,Effect of initial concentrations on a computational model of tau aggregation in tauopathies,96
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_CarinaVolk_final_15922267438896801.pdf,Alterations in overnight changes of Glutamate levels in children with ADHD,Lifespan Development,Alterations in overnight changes of Glutamate+Glutamine levels in children and adolescents with ADHD,2213
https://cdn-akamai.6connex.com/645/1827//Poster_Yan_2020_15922267880936030.pdf,Extracting Beat Information in Sleeping Brain,Higher Cognitive Functions,Extracting Beat Information in Sleeping Brain,2225
https://cdn-akamai.6connex.com/645/1827//2020ohbm-Bottenhorn.pptx_15922267986791316.pdf,Intelligence and academic performance: Is it all in your head?,Modeling and Analysis Methods,Intelligence and academic performance: Is it all in your head?,1717
https://cdn-akamai.6connex.com/645/1827//OHBMposter_RamyaVaradarajan_15922268899263477.pdf,Validating multi-echo fMRI analysis methods across a range of acquisitions,Modeling and Analysis Methods,Validating multi-echo fMRI analysis methods across a range of acquisitions,1324
https://cdn-akamai.6connex.com/645/1827//Poster_Larabi_OHBM_2020__1654_15922270253344166.pdf,Evolutionary tradeoffs in functional and structural brain organization,Modeling and Analysis Methods,Evolutionary Tradeoffs in the Functional and Structural Organization of the Brain,1654
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_15922270296922785.pdf,Functional Connectivity Accounts for Variability in Temporal Discounting ,Modeling and Analysis Methods,Functional Connectivity Accounts for Variability in Temporal Discounting Across Diagnostic Groups,1719
https://cdn-akamai.6connex.com/645/1827//Joanisse_Poster_15922270301766652.pdf,Multivariate classification of four writing systems within the reading network,Language,Multivariate Classification of Four Writing Systems Within the Brainâ€™s Reading Network,773
https://cdn-akamai.6connex.com/645/1827//PosterOHBM2020_DistortionCorrection_15922289985985034.pdf,Quantitative Evaluations of Geometric Distortion Corrections in 7-T fMRI,Modeling and Analysis Methods,Quantitative Evaluations of Geometric Distortion Corrections in Surface-Based Analysis of 7T fMRI,1404
https://cdn-akamai.6connex.com/645/1827//PosterOHBM2020_MMP-MNI_1592227415398430.pdf,Linking HCP's Multimodal Parcellation 1.0 to MNI Coordinates,Modeling and Analysis Methods,Linking Multimodal Parcellation 1.0 of Human Connectome Project to MNI Coordinates,1922
https://cdn-akamai.6connex.com/645/1827//OHBM_Edouard_Delaire_15922499214583067.pdf,FNIRS analysis using GLM after reconstruction along the cortical surface,Novel Imaging Acquisition Methods,FNIRS analysis using General Linear Model (GLM) after reconstruction along the cortical surface,2142
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_Hyerang_Jin_15922335760114650.pdf,Distinct Brain Oscillatory Patterns during Conditioned Pain Modulation,Disorders of the Nervous System,Distinct Brain Oscillatory Patterns during Conditioned Pain Modulation in Chronic Pain,2294
https://cdn-akamai.6connex.com/645/1827//Poster_Atrophy_Progression_ChristinaT_15922277242634932.pdf,Brain atrophy progression after four years in de novo Parkinson’s disease,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Brain atrophy progression after four years in de novo Parkinsonâ€™s disease: a longitudinal study,415
https://cdn-akamai.6connex.com/645/1827//JonesEtAl.PNMS_HPG_948_OHBM2020_15922280036387996.pdf,Prenatal stress alters hypothalamic-pituitary-gonadal axis structures in adults,Lifespan Development,Prenatal stress alters hypothalamic-pituitary-gonadal axis structures in adults: Project Ice Storm,948
https://cdn-akamai.6connex.com/645/1827//HBM_Poster_June2020_15922280619984701.pdf,What is the Test-Retest Reliability of Common Task-fMRI Measures?,Modeling and Analysis Methods,What is the test-retest reliability of common task-fMRI measures?,1010
https://cdn-akamai.6connex.com/645/1827//Oeltzschner_OHBM2020_15923284996284290.pdf,"Osprey - Open-Source Processing, Reconstruction & Estimation of MRS Data",Novel Imaging Acquisition Methods,"Osprey: Open-Source Processing, Reconstruction & Estimation of Magnetic Resonance Spectroscopy Data",2124
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_15922448486205692.pdf,Data-driven event segmentation of brain activity reveals the temporal hierarchy ,Modeling and Analysis Methods,Data-driven event segmentation of brain activity reveals the temporal hierarchy of brain function,1223
https://cdn-akamai.6connex.com/645/1827//Alavash_Tune_Obleser_HBM2020_compressed_15922282578805541.pdf,Network dynamics of low-frequency oscillations supporting listening behavior,"Perception, Attention and Motor Behavior",Left-hemispheric network lateralization of alpha oscillations supports selective listening behavior,2200
https://cdn-akamai.6connex.com/645/1827//poster_2020_OHBM_half_15922697675838225.pdf,Accounting for motion in fMRI: What part of the spectrum are we capturing in ASD,Disorders of the Nervous System,Accounting for motion in fMRI: What part of the spectrum are we characterizing in autism and ADHD?,94
https://cdn-akamai.6connex.com/645/1827//pitfallsBrainAge_OHBMPoster_15922283747796944.pdf,Statistical Pitfalls in Brain Age Analyses,Modeling and Analysis Methods,Statistical Pitfalls in Brain Age Analyses,1587
https://cdn-akamai.6connex.com/645/1827//2693_OHBM_NikitaDavydov_rtQA_OpenNFT_15922283843315362.pdf,Recursive quality assessment & real-time head motion detection of real-time fMRI,Modeling and Analysis Methods,Recursive quality assessment and real-time head motion detection of real-time fMRI using OpenNFT,1402
https://cdn-akamai.6connex.com/645/1827//OHBM_145_LaraMentink_final_15922284072446634.pdf,Patterns of default mode network co-activation in young APOE ε4-carriers,Disorders of the Nervous System,Patterns of default mode network co-activation in young APOE Îµ4-carriers: an HCP replication study,145
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_gngo4_1592228412341581.pdf,Effects of rs-fMRI denoising strategies on connectopic maps in single subjects,Modeling and Analysis Methods,Effects of resting-state fMRI denoising strategies on connectopic maps in single subjects,1513
https://cdn-akamai.6connex.com/645/1827//2681_OHBM_YuryKoush_OpenNFT_15922286000044736.pdf,OpenNFT: An open-source framework for fMRI neurofeedback and quality assessment,Software Demonstrations,OpenNFT: open-source Python/Matlab framework for real-time fMRI neurofeedback and quality assessment,1398
https://cdn-akamai.6connex.com/645/1827//HBM2020_poster_15922286966086053.pdf,Inverse correlation between omega-3 level and emotional brain responses on MDD,Disorders of the Nervous System,Inverse correlation between omega-3 concentration and emotional brain response on major depression,120
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_PJJ_2020_15922287391425743.pdf,Stereotaxic Cortical Atlas of the Domestic Canine brain,Modeling and Analysis Methods,Cortical Atlas of the Domestic Canine Brain,1858
https://cdn-akamai.6connex.com/645/1827//VirtualPoster_15922287441699729.pdf,Modeling Random Noise in fMRI with Wishart Distributions: Implications for FC,Modeling and Analysis Methods,Modeling Random Noise in fMRI with Wishart Distributions: Implications for Functional Connectivity,1005
https://cdn-akamai.6connex.com/645/1827//PosterOHBM_MarcelaTakahashi_15922288156708841.pdf,Effect of tDCS in the first weeks after stroke: a preliminary study,Brain Simulation,Effect of Transcranial Direct Current Stimulation in the first weeks after stroke: preliminary study,38
https://cdn-akamai.6connex.com/645/1827//OHBM_200615_15922288197431093.pdf,Exploring the topography of structure mappings across cortico-thalamic systems.,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Exploring the topography of structure-function mappings across cortico-thalamic systems.,1665
